county,var_base,estimate,geography_level
"CLARK, MARATHON",unknown_victims_age_55_64,0,county
"CLARK, MARATHON",unknown_victims_age_65+,0,county
COLUMBIA,female_victims_age_Under 18,23,county
COLUMBIA,female_victims_age_18_24,12,county
COLUMBIA,female_victims_age_25_34,26,county
COLUMBIA,female_victims_age_35_44,25,county
COLUMBIA,female_victims_age_45_54,9,county
COLUMBIA,female_victims_age_55_64,10,county
COLUMBIA,female_victims_age_65+,4,county
COLUMBIA,male_victims_age_Under 18,18,county
COLUMBIA,male_victims_age_18_24,16,county
COLUMBIA,male_victims_age_25_34,20,county
COLUMBIA,male_victims_age_35_44,21,county
COLUMBIA,male_victims_age_45_54,12,county
COLUMBIA,male_victims_age_55_64,7,county
COLUMBIA,male_victims_age_65+,5,county
COLUMBIA,unknown_victims_age_Under 18,0,county
COLUMBIA,unknown_victims_age_18_24,0,county
COLUMBIA,unknown_victims_age_25_34,0,county
COLUMBIA,unknown_victims_age_35_44,0,county
COLUMBIA,unknown_victims_age_45_54,0,county
COLUMBIA,unknown_victims_age_55_64,0,county
COLUMBIA,unknown_victims_age_65+,0,county
CRAWFORD,female_victims_age_Under 18,8,county
CRAWFORD,female_victims_age_18_24,4,county
CRAWFORD,female_victims_age_25_34,13,county
CRAWFORD,female_victims_age_35_44,22,county
CRAWFORD,female_victims_age_45_54,12,county
CRAWFORD,female_victims_age_55_64,6,county
CRAWFORD,female_victims_age_65+,5,county
CRAWFORD,male_victims_age_Under 18,10,county
CRAWFORD,male_victims_age_18_24,10,county
CRAWFORD,male_victims_age_25_34,10,county
CRAWFORD,male_victims_age_35_44,11,county
CRAWFORD,male_victims_age_45_54,11,county
CRAWFORD,male_victims_age_55_64,2,county
CRAWFORD,male_victims_age_65+,3,county
CRAWFORD,unknown_victims_age_Under 18,0,county
CRAWFORD,unknown_victims_age_18_24,0,county
CRAWFORD,unknown_victims_age_25_34,0,county
CRAWFORD,unknown_victims_age_35_44,0,county
CRAWFORD,unknown_victims_age_45_54,0,county
CRAWFORD,unknown_victims_age_55_64,0,county
CRAWFORD,unknown_victims_age_65+,0,county
DANE,female_victims_age_Under 18,234,county
DANE,female_victims_age_18_24,449,county
DANE,female_victims_age_25_34,556,county
DANE,female_victims_age_35_44,423,county
DANE,female_victims_age_45_54,215,county
DANE,female_victims_age_55_64,122,county
DANE,female_victims_age_65+,64,county
DANE,male_victims_age_Under 18,185,county
DANE,male_victims_age_18_24,275,county
DANE,male_victims_age_25_34,388,county
DANE,male_victims_age_35_44,270,county
DANE,male_victims_age_45_54,161,county
DANE,male_victims_age_55_64,128,county
DANE,male_victims_age_65+,71,county
DANE,unknown_victims_age_Under 18,1,county
DANE,unknown_victims_age_18_24,1,county
DANE,unknown_victims_age_25_34,1,county
DANE,unknown_victims_age_35_44,16,county
DANE,unknown_victims_age_45_54,0,county
DANE,unknown_victims_age_55_64,0,county
DANE,unknown_victims_age_65+,0,county
"DANE, GREEN",female_victims_age_Under 18,0,county
"DANE, GREEN",female_victims_age_18_24,1,county
"DANE, GREEN",female_victims_age_25_34,0,county
"DANE, GREEN",female_victims_age_35_44,2,county
"DANE, GREEN",female_victims_age_45_54,0,county
"DANE, GREEN",female_victims_age_55_64,0,county
"DANE, GREEN",female_victims_age_65+,2,county
"DANE, GREEN",male_victims_age_Under 18,1,county
"DANE, GREEN",male_victims_age_18_24,0,county
"DANE, GREEN",male_victims_age_25_34,0,county
"DANE, GREEN",male_victims_age_35_44,0,county
"DANE, GREEN",male_victims_age_45_54,0,county
"DANE, GREEN",male_victims_age_55_64,2,county
"DANE, GREEN",male_victims_age_65+,0,county
"DANE, GREEN",unknown_victims_age_Under 18,0,county
"DANE, GREEN",unknown_victims_age_18_24,0,county
"DANE, GREEN",unknown_victims_age_25_34,0,county
"DANE, GREEN",unknown_victims_age_35_44,0,county
"DANE, GREEN",unknown_victims_age_45_54,0,county
"DANE, GREEN",unknown_victims_age_55_64,0,county
"DANE, GREEN",unknown_victims_age_65+,0,county
"DANE, ROCK",female_victims_age_Under 18,2,county
"DANE, ROCK",female_victims_age_18_24,0,county
"DANE, ROCK",female_victims_age_25_34,3,county
"DANE, ROCK",female_victims_age_35_44,1,county
"DANE, ROCK",female_victims_age_45_54,0,county
"DANE, ROCK",female_victims_age_55_64,0,county
"DANE, ROCK",female_victims_age_65+,1,county
"DANE, ROCK",male_victims_age_Under 18,2,county
"DANE, ROCK",male_victims_age_18_24,0,county
"DANE, ROCK",male_victims_age_25_34,3,county
"DANE, ROCK",male_victims_age_35_44,0,county
"DANE, ROCK",male_victims_age_45_54,1,county
"DANE, ROCK",male_victims_age_55_64,2,county
"DANE, ROCK",male_victims_age_65+,0,county
"DANE, ROCK",unknown_victims_age_Under 18,0,county
"DANE, ROCK",unknown_victims_age_18_24,0,county
"DANE, ROCK",unknown_victims_age_25_34,0,county
"DANE, ROCK",unknown_victims_age_35_44,0,county
"DANE, ROCK",unknown_victims_age_45_54,0,county
"DANE, ROCK",unknown_victims_age_55_64,0,county
"DANE, ROCK",unknown_victims_age_65+,0,county
DODGE,female_victims_age_Under 18,16,county
DODGE,female_victims_age_18_24,17,county
DODGE,female_victims_age_25_34,37,county
DODGE,female_victims_age_35_44,51,county
DODGE,female_victims_age_45_54,33,county
DODGE,female_victims_age_55_64,7,county
DODGE,female_victims_age_65+,5,county
DODGE,male_victims_age_Under 18,25,county
DODGE,male_victims_age_18_24,14,county
DODGE,male_victims_age_25_34,30,county
DODGE,male_victims_age_35_44,35,county
DODGE,male_victims_age_45_54,25,county
DODGE,male_victims_age_55_64,15,county
DODGE,male_victims_age_65+,6,county
DODGE,unknown_victims_age_Under 18,1,county
DODGE,unknown_victims_age_18_24,0,county
DODGE,unknown_victims_age_25_34,0,county
DODGE,unknown_victims_age_35_44,0,county
DODGE,unknown_victims_age_45_54,0,county
DODGE,unknown_victims_age_55_64,0,county
DODGE,unknown_victims_age_65+,0,county
"DODGE, FOND DU LAC",female_victims_age_Under 18,5,county
"DODGE, FOND DU LAC",female_victims_age_18_24,5,county
"DODGE, FOND DU LAC",female_victims_age_25_34,10,county
"DODGE, FOND DU LAC",female_victims_age_35_44,6,county
"DODGE, FOND DU LAC",female_victims_age_45_54,9,county
"DODGE, FOND DU LAC",female_victims_age_55_64,4,county
"DODGE, FOND DU LAC",female_victims_age_65+,1,county
"DODGE, FOND DU LAC",male_victims_age_Under 18,9,county
"DODGE, FOND DU LAC",male_victims_age_18_24,4,county
"DODGE, FOND DU LAC",male_victims_age_25_34,8,county
"DODGE, FOND DU LAC",male_victims_age_35_44,3,county
"DODGE, FOND DU LAC",male_victims_age_45_54,4,county
"DODGE, FOND DU LAC",male_victims_age_55_64,1,county
"DODGE, FOND DU LAC",male_victims_age_65+,1,county
"DODGE, FOND DU LAC",unknown_victims_age_Under 18,0,county
"DODGE, FOND DU LAC",unknown_victims_age_18_24,0,county
"DODGE, FOND DU LAC",unknown_victims_age_25_34,0,county
"DODGE, FOND DU LAC",unknown_victims_age_35_44,0,county
"DODGE, FOND DU LAC",unknown_victims_age_45_54,0,county
"DODGE, FOND DU LAC",unknown_victims_age_55_64,0,county
"DODGE, FOND DU LAC",unknown_victims_age_65+,0,county
"DODGE, JEFFERSON",female_victims_age_Under 18,20,county
"DODGE, JEFFERSON",female_victims_age_18_24,15,county
"DODGE, JEFFERSON",female_victims_age_25_34,28,county
"DODGE, JEFFERSON",female_victims_age_35_44,24,county
"DODGE, JEFFERSON",female_victims_age_45_54,18,county
"DODGE, JEFFERSON",female_victims_age_55_64,8,county
"DODGE, JEFFERSON",female_victims_age_65+,5,county
"DODGE, JEFFERSON",male_victims_age_Under 18,22,county
"DODGE, JEFFERSON",male_victims_age_18_24,9,county
"DODGE, JEFFERSON",male_victims_age_25_34,13,county
"DODGE, JEFFERSON",male_victims_age_35_44,9,county
"DODGE, JEFFERSON",male_victims_age_45_54,8,county
"DODGE, JEFFERSON",male_victims_age_55_64,1,county
"DODGE, JEFFERSON",male_victims_age_65+,6,county
"DODGE, JEFFERSON",unknown_victims_age_Under 18,0,county
"DODGE, JEFFERSON",unknown_victims_age_18_24,0,county
"DODGE, JEFFERSON",unknown_victims_age_25_34,0,county
"DODGE, JEFFERSON",unknown_victims_age_35_44,0,county
"DODGE, JEFFERSON",unknown_victims_age_45_54,0,county
"DODGE, JEFFERSON",unknown_victims_age_55_64,0,county
"DODGE, JEFFERSON",unknown_victims_age_65+,0,county
"DODGE, WASHINGTON",female_victims_age_Under 18,5,county
"DODGE, WASHINGTON",female_victims_age_18_24,6,county
"DODGE, WASHINGTON",female_victims_age_25_34,7,county
"DODGE, WASHINGTON",female_victims_age_35_44,6,county
"DODGE, WASHINGTON",female_victims_age_45_54,7,county
"DODGE, WASHINGTON",female_victims_age_55_64,4,county
"DODGE, WASHINGTON",female_victims_age_65+,1,county
"DODGE, WASHINGTON",male_victims_age_Under 18,5,county
"DODGE, WASHINGTON",male_victims_age_18_24,5,county
"DODGE, WASHINGTON",male_victims_age_25_34,3,county
"DODGE, WASHINGTON",male_victims_age_35_44,6,county
"DODGE, WASHINGTON",male_victims_age_45_54,2,county
"DODGE, WASHINGTON",male_victims_age_55_64,3,county
"DODGE, WASHINGTON",male_victims_age_65+,1,county
"DODGE, WASHINGTON",unknown_victims_age_Under 18,0,county
"DODGE, WASHINGTON",unknown_victims_age_18_24,0,county
"DODGE, WASHINGTON",unknown_victims_age_25_34,0,county
"DODGE, WASHINGTON",unknown_victims_age_35_44,0,county
"DODGE, WASHINGTON",unknown_victims_age_45_54,0,county
"DODGE, WASHINGTON",unknown_victims_age_55_64,0,county
"DODGE, WASHINGTON",unknown_victims_age_65+,0,county
DOOR,female_victims_age_Under 18,19,county
DOOR,female_victims_age_18_24,12,county
DOOR,female_victims_age_25_34,13,county
DOOR,female_victims_age_35_44,14,county
DOOR,female_victims_age_45_54,7,county
DOOR,female_victims_age_55_64,2,county
DOOR,female_victims_age_65+,2,county
DOOR,male_victims_age_Under 18,13,county
DOOR,male_victims_age_18_24,5,county
DOOR,male_victims_age_25_34,8,county
DOOR,male_victims_age_35_44,13,county
DOOR,male_victims_age_45_54,6,county
DOOR,male_victims_age_55_64,3,county
DOOR,male_victims_age_65+,4,county
DOOR,unknown_victims_age_Under 18,0,county
DOOR,unknown_victims_age_18_24,0,county
DOOR,unknown_victims_age_25_34,0,county
DOOR,unknown_victims_age_35_44,0,county
DOOR,unknown_victims_age_45_54,0,county
DOOR,unknown_victims_age_55_64,0,county
DOOR,unknown_victims_age_65+,0,county
DOUGLAS,female_victims_age_Under 18,7,county
DOUGLAS,female_victims_age_18_24,29,county
DOUGLAS,female_victims_age_25_34,36,county
DOUGLAS,female_victims_age_35_44,54,county
DOUGLAS,female_victims_age_45_54,21,county
DOUGLAS,female_victims_age_55_64,10,county
DOUGLAS,female_victims_age_65+,7,county
DOUGLAS,male_victims_age_Under 18,19,county
DOUGLAS,male_victims_age_18_24,14,county
DOUGLAS,male_victims_age_25_34,24,county
DOUGLAS,male_victims_age_35_44,28,county
DOUGLAS,male_victims_age_45_54,15,county
DOUGLAS,male_victims_age_55_64,15,county
DOUGLAS,male_victims_age_65+,8,county
DOUGLAS,unknown_victims_age_Under 18,0,county
DOUGLAS,unknown_victims_age_18_24,0,county
DOUGLAS,unknown_victims_age_25_34,0,county
DOUGLAS,unknown_victims_age_35_44,0,county
DOUGLAS,unknown_victims_age_45_54,0,county
DOUGLAS,unknown_victims_age_55_64,0,county
DOUGLAS,unknown_victims_age_65+,0,county
DUNN,female_victims_age_Under 18,5,county
DUNN,female_victims_age_18_24,11,county
DUNN,female_victims_age_25_34,22,county
DUNN,female_victims_age_35_44,22,county
DUNN,female_victims_age_45_54,12,county
DUNN,female_victims_age_55_64,7,county
DUNN,female_victims_age_65+,4,county
DUNN,male_victims_age_Under 18,7,county
DUNN,male_victims_age_18_24,11,county
DUNN,male_victims_age_25_34,15,county
DUNN,male_victims_age_35_44,16,county
DUNN,male_victims_age_45_54,8,county
DUNN,male_victims_age_55_64,2,county
DUNN,male_victims_age_65+,0,county
DUNN,unknown_victims_age_Under 18,0,county
DUNN,unknown_victims_age_18_24,0,county
DUNN,unknown_victims_age_25_34,0,county
DUNN,unknown_victims_age_35_44,0,county
DUNN,unknown_victims_age_45_54,0,county
DUNN,unknown_victims_age_55_64,0,county
DUNN,unknown_victims_age_65+,0,county
EAU CLAIRE,female_victims_age_Under 18,14,county
EAU CLAIRE,female_victims_age_18_24,18,county
EAU CLAIRE,female_victims_age_25_34,27,county
EAU CLAIRE,female_victims_age_35_44,19,county
EAU CLAIRE,female_victims_age_45_54,14,county
EAU CLAIRE,female_victims_age_55_64,3,county
EAU CLAIRE,female_victims_age_65+,4,county
EAU CLAIRE,male_victims_age_Under 18,22,county
EAU CLAIRE,male_victims_age_18_24,19,county
EAU CLAIRE,male_victims_age_25_34,18,county
EAU CLAIRE,male_victims_age_35_44,20,county
EAU CLAIRE,male_victims_age_45_54,7,county
EAU CLAIRE,male_victims_age_55_64,6,county
EAU CLAIRE,male_victims_age_65+,5,county
EAU CLAIRE,unknown_victims_age_Under 18,0,county
EAU CLAIRE,unknown_victims_age_18_24,0,county
EAU CLAIRE,unknown_victims_age_25_34,0,county
EAU CLAIRE,unknown_victims_age_35_44,0,county
EAU CLAIRE,unknown_victims_age_45_54,0,county
EAU CLAIRE,unknown_victims_age_55_64,0,county
EAU CLAIRE,unknown_victims_age_65+,0,county
FLORENCE,female_victims_age_Under 18,0,county
FLORENCE,female_victims_age_18_24,0,county
FLORENCE,female_victims_age_25_34,3,county
FLORENCE,female_victims_age_35_44,2,county
FLORENCE,female_victims_age_45_54,0,county
FLORENCE,female_victims_age_55_64,1,county
FLORENCE,female_victims_age_65+,1,county
FLORENCE,male_victims_age_Under 18,3,county
FLORENCE,male_victims_age_18_24,2,county
FLORENCE,male_victims_age_25_34,2,county
FLORENCE,male_victims_age_35_44,4,county
FLORENCE,male_victims_age_45_54,2,county
FLORENCE,male_victims_age_55_64,2,county
FLORENCE,male_victims_age_65+,0,county
FLORENCE,unknown_victims_age_Under 18,0,county
FLORENCE,unknown_victims_age_18_24,0,county
FLORENCE,unknown_victims_age_25_34,0,county
FLORENCE,unknown_victims_age_35_44,0,county
FLORENCE,unknown_victims_age_45_54,0,county
FLORENCE,unknown_victims_age_55_64,0,county
FLORENCE,unknown_victims_age_65+,0,county
FOND DU LAC,female_victims_age_Under 18,61,county
FOND DU LAC,female_victims_age_18_24,52,county
FOND DU LAC,female_victims_age_25_34,122,county
FOND DU LAC,female_victims_age_35_44,63,county
FOND DU LAC,female_victims_age_45_54,37,county
FOND DU LAC,female_victims_age_55_64,15,county
FOND DU LAC,female_victims_age_65+,12,county
FOND DU LAC,male_victims_age_Under 18,40,county
FOND DU LAC,male_victims_age_18_24,30,county
FOND DU LAC,male_victims_age_25_34,54,county
FOND DU LAC,male_victims_age_35_44,40,county
FOND DU LAC,male_victims_age_45_54,15,county
FOND DU LAC,male_victims_age_55_64,22,county
FOND DU LAC,male_victims_age_65+,5,county
FOND DU LAC,unknown_victims_age_Under 18,0,county
FOND DU LAC,unknown_victims_age_18_24,0,county
FOND DU LAC,unknown_victims_age_25_34,0,county
FOND DU LAC,unknown_victims_age_35_44,0,county
FOND DU LAC,unknown_victims_age_45_54,0,county
FOND DU LAC,unknown_victims_age_55_64,0,county
FOND DU LAC,unknown_victims_age_65+,0,county
FOREST,female_victims_age_Under 18,2,county
FOREST,female_victims_age_18_24,8,county
FOREST,female_victims_age_25_34,8,county
FOREST,female_victims_age_35_44,9,county
FOREST,female_victims_age_45_54,3,county
FOREST,female_victims_age_55_64,3,county
FOREST,female_victims_age_65+,2,county
FOREST,male_victims_age_Under 18,6,county
FOREST,male_victims_age_18_24,10,county
FOREST,male_victims_age_25_34,3,county
FOREST,male_victims_age_35_44,5,county
FOREST,male_victims_age_45_54,1,county
FOREST,male_victims_age_55_64,5,county
FOREST,male_victims_age_65+,1,county
FOREST,unknown_victims_age_Under 18,0,county
FOREST,unknown_victims_age_18_24,1,county
FOREST,unknown_victims_age_25_34,0,county
FOREST,unknown_victims_age_35_44,0,county
FOREST,unknown_victims_age_45_54,0,county
FOREST,unknown_victims_age_55_64,0,county
FOREST,unknown_victims_age_65+,0,county
GRANT,female_victims_age_Under 18,34,county
GRANT,female_victims_age_18_24,35,county
GRANT,female_victims_age_25_34,36,county
GRANT,female_victims_age_35_44,33,county
GRANT,female_victims_age_45_54,15,county
GRANT,female_victims_age_55_64,11,county
GRANT,female_victims_age_65+,5,county
GRANT,male_victims_age_Under 18,36,county
GRANT,male_victims_age_18_24,32,county
GRANT,male_victims_age_25_34,14,county
GRANT,male_victims_age_35_44,12,county
GRANT,male_victims_age_45_54,8,county
GRANT,male_victims_age_55_64,7,county
GRANT,male_victims_age_65+,6,county
GRANT,unknown_victims_age_Under 18,0,county
GRANT,unknown_victims_age_18_24,0,county
GRANT,unknown_victims_age_25_34,0,county
GRANT,unknown_victims_age_35_44,0,county
GRANT,unknown_victims_age_45_54,0,county
GRANT,unknown_victims_age_55_64,1,county
GRANT,unknown_victims_age_65+,0,county
"GRANT, IOWA",female_victims_age_Under 18,1,county
"GRANT, IOWA",female_victims_age_18_24,1,county
"GRANT, IOWA",female_victims_age_25_34,0,county
"GRANT, IOWA",female_victims_age_35_44,2,county
"GRANT, IOWA",female_victims_age_45_54,1,county
"GRANT, IOWA",female_victims_age_55_64,0,county
"GRANT, IOWA",female_victims_age_65+,0,county
"GRANT, IOWA",male_victims_age_Under 18,4,county
"GRANT, IOWA",male_victims_age_18_24,0,county
"GRANT, IOWA",male_victims_age_25_34,0,county
"GRANT, IOWA",male_victims_age_35_44,0,county
"GRANT, IOWA",male_victims_age_45_54,0,county
"GRANT, IOWA",male_victims_age_55_64,0,county
"GRANT, IOWA",male_victims_age_65+,0,county
"GRANT, IOWA",unknown_victims_age_Under 18,0,county
"GRANT, IOWA",unknown_victims_age_18_24,0,county
"GRANT, IOWA",unknown_victims_age_25_34,0,county
"GRANT, IOWA",unknown_victims_age_35_44,0,county
"GRANT, IOWA",unknown_victims_age_45_54,0,county
"GRANT, IOWA",unknown_victims_age_55_64,0,county
"GRANT, IOWA",unknown_victims_age_65+,0,county
"GRANT, LAFAYETTE",female_victims_age_Under 18,0,county
"GRANT, LAFAYETTE",female_victims_age_18_24,0,county
"GRANT, LAFAYETTE",female_victims_age_25_34,1,county
"GRANT, LAFAYETTE",female_victims_age_35_44,0,county
"GRANT, LAFAYETTE",female_victims_age_45_54,0,county
"GRANT, LAFAYETTE",female_victims_age_55_64,1,county
"GRANT, LAFAYETTE",female_victims_age_65+,0,county
"GRANT, LAFAYETTE",male_victims_age_Under 18,2,county
"GRANT, LAFAYETTE",male_victims_age_18_24,0,county
"GRANT, LAFAYETTE",male_victims_age_25_34,1,county
"GRANT, LAFAYETTE",male_victims_age_35_44,0,county
"GRANT, LAFAYETTE",male_victims_age_45_54,1,county
"GRANT, LAFAYETTE",male_victims_age_55_64,0,county
"GRANT, LAFAYETTE",male_victims_age_65+,0,county
"GRANT, LAFAYETTE",unknown_victims_age_Under 18,0,county
"GRANT, LAFAYETTE",unknown_victims_age_18_24,0,county
"GRANT, LAFAYETTE",unknown_victims_age_25_34,0,county
"GRANT, LAFAYETTE",unknown_victims_age_35_44,0,county
"GRANT, LAFAYETTE",unknown_victims_age_45_54,0,county
"GRANT, LAFAYETTE",unknown_victims_age_55_64,0,county
"GRANT, LAFAYETTE",unknown_victims_age_65+,0,county
GREEN,female_victims_age_Under 18,26,county
GREEN,female_victims_age_18_24,11,county
GREEN,female_victims_age_25_34,24,county
GREEN,female_victims_age_35_44,33,county
GREEN,female_victims_age_45_54,13,county
GREEN,female_victims_age_55_64,6,county
GREEN,female_victims_age_65+,4,county
GREEN,male_victims_age_Under 18,23,county
GREEN,male_victims_age_18_24,6,county
GREEN,male_victims_age_25_34,19,county
GREEN,male_victims_age_35_44,20,county
GREEN,male_victims_age_45_54,10,county
GREEN,male_victims_age_55_64,6,county
GREEN,male_victims_age_65+,4,county
GREEN,unknown_victims_age_Under 18,0,county
GREEN,unknown_victims_age_18_24,0,county
GREEN,unknown_victims_age_25_34,0,county
GREEN,unknown_victims_age_35_44,0,county
GREEN,unknown_victims_age_45_54,0,county
GREEN,unknown_victims_age_55_64,0,county
GREEN,unknown_victims_age_65+,0,county
GREEN LAKE,female_victims_age_Under 18,0,county
GREEN LAKE,female_victims_age_18_24,2,county
GREEN LAKE,female_victims_age_25_34,1,county
GREEN LAKE,female_victims_age_35_44,2,county
GREEN LAKE,female_victims_age_45_54,2,county
GREEN LAKE,female_victims_age_55_64,2,county
GREEN LAKE,female_victims_age_65+,0,county
GREEN LAKE,male_victims_age_Under 18,0,county
GREEN LAKE,male_victims_age_18_24,5,county
GREEN LAKE,male_victims_age_25_34,4,county
GREEN LAKE,male_victims_age_35_44,3,county
GREEN LAKE,male_victims_age_45_54,1,county
GREEN LAKE,male_victims_age_55_64,4,county
GREEN LAKE,male_victims_age_65+,1,county
GREEN LAKE,unknown_victims_age_Under 18,0,county
GREEN LAKE,unknown_victims_age_18_24,0,county
GREEN LAKE,unknown_victims_age_25_34,0,county
GREEN LAKE,unknown_victims_age_35_44,0,county
GREEN LAKE,unknown_victims_age_45_54,0,county
GREEN LAKE,unknown_victims_age_55_64,0,county
GREEN LAKE,unknown_victims_age_65+,0,county
"GREEN LAKE, WAUSHARA",female_victims_age_Under 18,2,county
"GREEN LAKE, WAUSHARA",female_victims_age_18_24,1,county
"GREEN LAKE, WAUSHARA",female_victims_age_25_34,3,county
"GREEN LAKE, WAUSHARA",female_victims_age_35_44,5,county
"GREEN LAKE, WAUSHARA",female_victims_age_45_54,1,county
"GREEN LAKE, WAUSHARA",female_victims_age_55_64,0,county
"GREEN LAKE, WAUSHARA",female_victims_age_65+,0,county
"GREEN LAKE, WAUSHARA",male_victims_age_Under 18,2,county
"GREEN LAKE, WAUSHARA",male_victims_age_18_24,1,county
"GREEN LAKE, WAUSHARA",male_victims_age_25_34,2,county
"GREEN LAKE, WAUSHARA",male_victims_age_35_44,0,county
"GREEN LAKE, WAUSHARA",male_victims_age_45_54,1,county
"GREEN LAKE, WAUSHARA",male_victims_age_55_64,1,county
"GREEN LAKE, WAUSHARA",male_victims_age_65+,0,county
"GREEN LAKE, WAUSHARA",unknown_victims_age_Under 18,0,county
"GREEN LAKE, WAUSHARA",unknown_victims_age_18_24,0,county
"GREEN LAKE, WAUSHARA",unknown_victims_age_25_34,0,county
"GREEN LAKE, WAUSHARA",unknown_victims_age_35_44,0,county
"GREEN LAKE, WAUSHARA",unknown_victims_age_45_54,0,county
"GREEN LAKE, WAUSHARA",unknown_victims_age_55_64,0,county
"GREEN LAKE, WAUSHARA",unknown_victims_age_65+,0,county
"GREEN, ROCK",female_victims_age_Under 18,0,county
"GREEN, ROCK",female_victims_age_18_24,1,county
"GREEN, ROCK",female_victims_age_25_34,2,county
"GREEN, ROCK",female_victims_age_35_44,3,county
"GREEN, ROCK",female_victims_age_45_54,2,county
"GREEN, ROCK",female_victims_age_55_64,0,county
"GREEN, ROCK",female_victims_age_65+,0,county
"GREEN, ROCK",male_victims_age_Under 18,1,county
"GREEN, ROCK",male_victims_age_18_24,1,county
"GREEN, ROCK",male_victims_age_25_34,1,county
"GREEN, ROCK",male_victims_age_35_44,2,county
"GREEN, ROCK",male_victims_age_45_54,0,county
"GREEN, ROCK",male_victims_age_55_64,0,county
"GREEN, ROCK",male_victims_age_65+,0,county
"GREEN, ROCK",unknown_victims_age_Under 18,0,county
"GREEN, ROCK",unknown_victims_age_18_24,0,county
"GREEN, ROCK",unknown_victims_age_25_34,0,county
"GREEN, ROCK",unknown_victims_age_35_44,0,county
"GREEN, ROCK",unknown_victims_age_45_54,0,county
"GREEN, ROCK",unknown_victims_age_55_64,0,county
"GREEN, ROCK",unknown_victims_age_65+,0,county
IOWA,female_victims_age_Under 18,8,county
IOWA,female_victims_age_18_24,1,county
IOWA,female_victims_age_25_34,14,county
IOWA,female_victims_age_35_44,12,county
IOWA,female_victims_age_45_54,6,county
IOWA,female_victims_age_55_64,2,county
IOWA,female_victims_age_65+,0,county
IOWA,male_victims_age_Under 18,4,county
IOWA,male_victims_age_18_24,4,county
IOWA,male_victims_age_25_34,2,county
IOWA,male_victims_age_35_44,7,county
IOWA,male_victims_age_45_54,1,county
IOWA,male_victims_age_55_64,2,county
IOWA,male_victims_age_65+,0,county
IOWA,unknown_victims_age_Under 18,0,county
IOWA,unknown_victims_age_18_24,0,county
IOWA,unknown_victims_age_25_34,0,county
IOWA,unknown_victims_age_35_44,0,county
IOWA,unknown_victims_age_45_54,0,county
IOWA,unknown_victims_age_55_64,0,county
IOWA,unknown_victims_age_65+,0,county
IRON,female_victims_age_Under 18,0,county
IRON,female_victims_age_18_24,1,county
IRON,female_victims_age_25_34,8,county
IRON,female_victims_age_35_44,4,county
IRON,female_victims_age_45_54,0,county
IRON,female_victims_age_55_64,0,county
IRON,female_victims_age_65+,0,county
IRON,male_victims_age_Under 18,1,county
IRON,male_victims_age_18_24,2,county
IRON,male_victims_age_25_34,5,county
IRON,male_victims_age_35_44,6,county
IRON,male_victims_age_45_54,3,county
IRON,male_victims_age_55_64,5,county
IRON,male_victims_age_65+,0,county
IRON,unknown_victims_age_Under 18,0,county
IRON,unknown_victims_age_18_24,0,county
IRON,unknown_victims_age_25_34,0,county
IRON,unknown_victims_age_35_44,0,county
IRON,unknown_victims_age_45_54,0,county
IRON,unknown_victims_age_55_64,0,county
IRON,unknown_victims_age_65+,0,county
JACKSON,female_victims_age_Under 18,6,county
JACKSON,female_victims_age_18_24,10,county
JACKSON,female_victims_age_25_34,8,county
JACKSON,female_victims_age_35_44,24,county
JACKSON,female_victims_age_45_54,8,county
JACKSON,female_victims_age_55_64,6,county
JACKSON,female_victims_age_65+,5,county
JACKSON,male_victims_age_Under 18,14,county
JACKSON,male_victims_age_18_24,7,county
JACKSON,male_victims_age_25_34,17,county
JACKSON,male_victims_age_35_44,14,county
JACKSON,male_victims_age_45_54,6,county
JACKSON,male_victims_age_55_64,5,county
JACKSON,male_victims_age_65+,2,county
JACKSON,unknown_victims_age_Under 18,0,county
JACKSON,unknown_victims_age_18_24,0,county
JACKSON,unknown_victims_age_25_34,0,county
JACKSON,unknown_victims_age_35_44,0,county
JACKSON,unknown_victims_age_45_54,0,county
JACKSON,unknown_victims_age_55_64,0,county
JACKSON,unknown_victims_age_65+,0,county
JEFFERSON,female_victims_age_Under 18,27,county
JEFFERSON,female_victims_age_18_24,14,county
JEFFERSON,female_victims_age_25_34,40,county
JEFFERSON,female_victims_age_35_44,35,county
JEFFERSON,female_victims_age_45_54,18,county
JEFFERSON,female_victims_age_55_64,13,county
JEFFERSON,female_victims_age_65+,3,county
JEFFERSON,male_victims_age_Under 18,29,county
JEFFERSON,male_victims_age_18_24,11,county
JEFFERSON,male_victims_age_25_34,21,county
JEFFERSON,male_victims_age_35_44,23,county
JEFFERSON,male_victims_age_45_54,11,county
JEFFERSON,male_victims_age_55_64,10,county
JEFFERSON,male_victims_age_65+,4,county
JEFFERSON,unknown_victims_age_Under 18,0,county
JEFFERSON,unknown_victims_age_18_24,0,county
JEFFERSON,unknown_victims_age_25_34,0,county
JEFFERSON,unknown_victims_age_35_44,0,county
JEFFERSON,unknown_victims_age_45_54,0,county
JEFFERSON,unknown_victims_age_55_64,0,county
JEFFERSON,unknown_victims_age_65+,0,county
"JEFFERSON, WALWORTH",female_victims_age_Under 18,4,county
"JEFFERSON, WALWORTH",female_victims_age_18_24,10,county
"JEFFERSON, WALWORTH",female_victims_age_25_34,13,county
"JEFFERSON, WALWORTH",female_victims_age_35_44,4,county
